gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d029209	3	mu1033379|mu1043892|mu1084525	UFMu-03449|UFMu-05329|UFMu-10202	>=3	NA	NA	NA	NA	FALSE	Zm00004b001569	One-to-One	mRNA	moderate	missense_variant
Zm00001d029227	1	mu1085653	UFMu-10590	1	NA	NA	NA	NA	FALSE	Zm00004b001583	One-to-One	mRNA	low	synonymous_variant
Zm00001d029237	5	mu1023182|mu1023182|mu1066076|mu1080616|mu1085654	UFMu-02211,UFMu-03264|UFMu-05381,UFMu-08140|UFMu-08549|UFMu-09547|UFMu-11118	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d029246	2	mu1065553|mu1072503	UFMu-01104,UFMu-02395,UFMu-02712,UFMu-03168,UFMu-04266,UFMu-08265|UFMu-03432	2	NA	NA	NA	NA	FALSE	Zm00004b001597,Zm00004b001598	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d029248	1	mu1046741	UFMu-06269	1	NA	NA	NA	NA	FALSE	Zm00004b001599	One-to-One	mRNA	no_change	NA
Zm00001d029251	1	mu1043891	UFMu-04895	1	NA	NA	NA	NA	FALSE	Zm00004b001602,Zm00004b001603	Many-to-Many	mRNA	non-syntenic	intron_variant
Zm00001d029254	1	mu1058773	UFMu-07844	1	NA	NA	NA	NA	FALSE	Zm00004b001602,Zm00004b001603	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d029255	1	mu1008381	UFMu-00401	1	NA	NA	NA	NA	FALSE	Zm00004b001604	One-to-One	mRNA	low	synonymous_variant
Zm00001d029257	1	mu1058774	UFMu-07999	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	frameshift_variant
Zm00001d029263	1	mu1040667	UFMu-04655	1	NA	NA	NA	NA	FALSE	Zm00004b001609	One-to-One	mRNA	low	synonymous_variant
Zm00001d029264	1	mu1080619	UFMu-09551	1	NA	NA	NA	NA	FALSE	Zm00004b001612	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d029266	1	mu1004297	UFMu-00175	1	NA	NA	NA	NA	FALSE	Zm00004b001613	One-to-One	mRNA	high	stop_gained
Zm00001d029287	2	mu1034607|mu1082923	UFMu-03204|UFMu-10409	2	GeBP	20	10	10/20	TRUE	Zm00004b001637	One-to-One	mRNA	moderate	missense_variant
Zm00001d029288	2	mu1030954|mu1082924	UFMu-02724|UFMu-10550	2	NA	NA	NA	NA	FALSE	Zm00004b001636	One-to-Many	mRNA	high	frameshift_variant
Zm00001d029297	1	mu1080620	UFMu-09476	1	NA	NA	NA	NA	FALSE	Zm00004b001643,Zm00004b001644	Many-to-One	mRNA	high	splice_donor_variant
Zm00001d029313	3	mu1046745|mu1046746|mu1076150	UFMu-06491|UFMu-06498|UFMu-08896	>=3	NA	NA	NA	NA	FALSE	Zm00004b001653	One-to-One	mRNA	non-syntenic	splice_acceptor_variant
Zm00001d029340	1	mu1089247	UFMu-12041	1	NA	NA	NA	NA	FALSE	Zm00004b001673	One-to-One	mRNA	high	stop_gained
Zm00001d029341	1	mu1040669	UFMu-04478,UFMu-07155	1	NA	NA	NA	NA	FALSE	Zm00004b001674	One-to-One	mRNA	moderate	missense_variant
Zm00001d029361	1	mu1089249	UFMu-13667	1	NA	NA	NA	NA	FALSE	Zm00004b001687	One-to-One	mRNA	no_change	NA
Zm00001d029376	1	mu1034716	UFMu-03480	1	NA	NA	NA	NA	FALSE	Zm00004b001696,Zm00004b001697	Many-to-One	mRNA	moderate	missense_variant
Zm00001d029390	1	mu1070092	UFMu-02480	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d029392	1	mu1046751	UFMu-06498	1	NA	NA	NA	NA	FALSE	Zm00004b001709	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d029402	1	mu1051903	UFMu-06852	1	bHLH	190	106	106/190	TRUE	Zm00004b001715	One-to-One	mRNA	high	frameshift_variant
Zm00001d029405	1	mu1066082	UFMu-08828	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d029409	2	mu1013742|mu1019004	UFMu-02550,UFMu-04969,UFMu-06990|UFMu-00944,UFMu-05585	2	NA	NA	NA	NA	FALSE	Zm00004b001718	One-to-One	mRNA	moderate	missense_variant
Zm00001d029419	1	mu1051906	UFMu-06723	1	NA	NA	NA	NA	FALSE	Zm00004b001728	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d029420	1	mu1007618	UFMu-00296	1	NA	NA	NA	NA	FALSE	Zm00004b001729	One-to-One	mRNA	moderate	missense_variant
Zm00001d029427	1	mu1066084	UFMu-08301	1	NA	NA	NA	NA	FALSE	Zm00004b001735	One-to-One	mRNA	moderate	missense_variant
Zm00001d029428	1	mu1080624	UFMu-09464	1	NA	NA	NA	NA	FALSE	Zm00004b001736	One-to-One	mRNA	moderate	missense_variant
Zm00001d029448	2	mu1046755|mu1089257	UFMu-05970|UFMu-11245	2	NA	NA	NA	NA	FALSE	Zm00004b001750	One-to-One	mRNA	moderate	missense_variant
Zm00001d029455	1	mu1089258	UFMu-11424	1	NA	NA	NA	NA	FALSE	Zm00004b001756	One-to-One	mRNA	moderate	missense_variant
Zm00001d029468	3	mu1033573|mu1040673|mu1044470	UFMu-03466|UFMu-04349|UFMu-05390	>=3	NA	NA	NA	NA	FALSE	Zm00004b001771	One-to-One	mRNA	moderate	missense_variant
Zm00001d029476	1	mu1089264	UFMu-11983	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	frameshift_variant
Zm00001d029499	1	mu1037489	UFMu-04167	1	NA	NA	NA	NA	FALSE	Zm00004b001792	One-to-One	mRNA	moderate	missense_variant
Zm00001d029529	1	mu1046761	UFMu-06513	1	NA	NA	NA	NA	FALSE	Zm00004b001816	One-to-One	mRNA	moderate	missense_variant
Zm00001d029540	3	mu1044472|mu1044473|mu1069136	UFMu-05391,UFMu-07239|UFMu-05697|UFMu-08358	>=3	NA	NA	NA	NA	FALSE	Zm00004b001825	One-to-One	mRNA	low	synonymous_variant
Zm00001d029551	1	mu1042257	UFMu-04885	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	transcript_ablation
Zm00001d029560	1	mu1018012	UFMu-00603	1	NA	NA	NA	NA	FALSE	Zm00004b001840	One-to-One	mRNA	no_change	NA
Zm00001d029561	1	mu1023217	UFMu-02334	1	NA	NA	NA	NA	FALSE	Zm00004b001841	One-to-One	mRNA	low	synonymous_variant
Zm00001d029573	1	mu1051914	UFMu-06692	1	NA	NA	NA	NA	FALSE	Zm00004b001852	One-to-One	mRNA	moderate	missense_variant
Zm00001d029582	2	mu1043880|mu1046767	UFMu-05113|UFMu-06493	2	NA	NA	NA	NA	FALSE	Zm00004b001864	One-to-Many	mRNA	no_change	NA
Zm00001d029599	1	mu1055410	UFMu-07283	1	NA	NA	NA	NA	FALSE	Zm00004b001880	One-to-One	mRNA	high	frameshift_variant
Zm00001d029604	1	mu1073611	UFMu-04548	1	NA	NA	NA	NA	FALSE	Zm00004b001887	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d029607	1	mu1044474	UFMu-05769	1	GRAS	81	36	36/81	TRUE	Zm00004b001890	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d029632	1	mu1037499	UFMu-03723	1	NA	NA	NA	NA	FALSE	Zm00004b001910	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d029650	4	mu1046772|mu1051917|mu1089280|mu1094311	UFMu-06455|UFMu-06645|UFMu-13809|UFMu-11213	>=3	NA	NA	NA	NA	FALSE	Zm00004b001919	One-to-One	mRNA	high	frameshift_variant
Zm00001d029657	2	mu1034602|mu1046773	UFMu-03223|UFMu-06364	2	NA	NA	NA	NA	FALSE	Zm00004b001925	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d029674	4	mu1013773|mu1013773|mu1040678|mu1046775	UFMu-01334|UFMu-07276|UFMu-04339|UFMu-06006	>=3	NA	NA	NA	NA	FALSE	Zm00004b001934	One-to-One	mRNA	moderate	missense_variant
Zm00001d029675	1	mu1013774	UFMu-02298	1	NA	NA	NA	NA	FALSE	Zm00004b001935	One-to-One	mRNA	moderate	missense_variant
Zm00001d029683	1	mu1019442	UFMu-01024,UFMu-03232	1	NA	NA	NA	NA	FALSE	Zm00004b001940	One-to-One	mRNA	moderate	missense_variant
Zm00001d029684	1	mu1094314	UFMu-12041	1	NA	NA	NA	NA	FALSE	Zm00004b001941	One-to-One	mRNA	low	synonymous_variant
Zm00001d029686	1	mu1076154	UFMu-09139	1	NA	NA	NA	NA	FALSE	Zm00004b001942	One-to-One	mRNA	moderate	missense_variant
Zm00001d029688	1	mu1017544	UFMu-01037,UFMu-06413	1	NA	NA	NA	NA	FALSE	Zm00004b001944	One-to-One	mRNA	moderate	missense_variant
Zm00001d029704	1	mu1082936	UFMu-10231,UFMu-12103	1	NA	NA	NA	NA	FALSE	Zm00004b001959	One-to-One	mRNA	moderate	missense_variant
Zm00001d029723	1	mu1030154	UFMu-02628	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d029750	2	mu1031459|mu1043876	UFMu-02672|UFMu-05370,UFMu-09495	2	NA	NA	NA	NA	FALSE	Zm00004b001992	One-to-One	mRNA	high	frameshift_variant
Zm00001d029757	2	mu1084531|mu1089293	UFMu-10437|UFMu-11359	2	NA	NA	NA	NA	FALSE	Zm00004b001997	One-to-One	mRNA	moderate	missense_variant
Zm00001d029758	2	mu1082940|mu1082941	UFMu-10344|UFMu-10177	2	NA	NA	NA	NA	FALSE	Zm00004b001999	One-to-One	mRNA	moderate	missense_variant
Zm00001d029764	3	mu1018617|mu1082942|mu1085668	UFMu-00983|UFMu-10378|UFMu-10999	>=3	NA	NA	NA	NA	FALSE	Zm00004b002006	One-to-One	mRNA	high	splice_donor_variant
Zm00001d029768	1	mu1066115	UFMu-08493	1	NA	NA	NA	NA	FALSE	Zm00004b002007	One-to-One	mRNA	low	synonymous_variant
Zm00001d029785	1	mu1021536	UFMu-01459	1	NA	NA	NA	NA	FALSE	Zm00004b002020	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d029806	1	mu1046782	UFMu-05977	1	NA	NA	NA	NA	FALSE	Zm00004b002032	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d029808	2	mu1008383|mu1089300	UFMu-00403|UFMu-11378	2	NA	NA	NA	NA	FALSE	Zm00004b002034,Zm00004b002035	Many-to-Many,Many-to-One	mRNA	low	synonymous_variant
Zm00001d029809	1	mu1051923	UFMu-06852	1	NA	NA	NA	NA	FALSE	Zm00004b002035	One-to-Many	mRNA	moderate	disruptive_inframe_insertion
Zm00001d029810	4	mu1017605|mu1043873|mu1066117|mu1089302	UFMu-00818|UFMu-04972|UFMu-08757|UFMu-13100	>=3	NA	NA	NA	NA	FALSE	Zm00004b002036,Zm00004b002037	Many-to-One	mRNA	modifier	intron_variant
Zm00001d029812	1	mu1029799	UFMu-02950	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d029820	2	mu1066119|mu1075738	UFMu-08815|UFMu-08815	2	NA	NA	NA	NA	FALSE	Zm00004b002044	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d029842	1	mu1044481	UFMu-05781	1	NA	NA	NA	NA	FALSE	Zm00004b002059	One-to-One	mRNA	moderate	missense_variant
Zm00001d029847	1	mu1051926	UFMu-06545	1	NA	NA	NA	NA	FALSE	Zm00004b002063	One-to-One	mRNA	high	frameshift_variant
Zm00001d029850	1	mu1066121	UFMu-08326	1	NA	NA	NA	NA	FALSE	Zm00004b002066	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d029855	3	mu1043872|mu1051928|mu1089307	UFMu-05113|UFMu-07105|UFMu-13149	>=3	GRAS	81	37	37/81	TRUE	Zm00004b002071	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d029862	2	mu1046788|mu1089309	UFMu-06344|UFMu-12243	2	NA	NA	NA	NA	FALSE	Zm00004b002077	One-to-One	mRNA	moderate	missense_variant
Zm00001d029892	1	mu1044482	UFMu-05931	1	NA	NA	NA	NA	FALSE	Zm00004b002096	One-to-One	mRNA	low	synonymous_variant
Zm00001d029918	1	mu1051936	UFMu-06593	1	NA	NA	NA	NA	FALSE	Zm00004b002109	One-to-One	mRNA	moderate	missense_variant
Zm00001d029919	4	mu1023491|mu1046794|mu1085673|mu1094323	UFMu-02217|UFMu-06530|UFMu-11040|UFMu-13419	>=3	NA	NA	NA	NA	FALSE	Zm00004b002110,Zm00004b002111	Many-to-Many,Many-to-One	mRNA	modifier	intron_variant
Zm00001d029938	3	mu1005532|mu1076166|mu1076167	UFMu-00071,UFMu-03270|UFMu-09400|UFMu-09345	>=3	NA	NA	NA	NA	FALSE	Zm00004b002125	One-to-One	mRNA	low	synonymous_variant
Zm00001d029948	1	mu1085675	UFMu-10817	1	NA	NA	NA	NA	FALSE	Zm00004b002129	One-to-One	mRNA	moderate	missense_variant
Zm00001d029963	1	mu1076168	UFMu-09083	1	MYB_related	109	64	64/109	TRUE	Zm00004b002134	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d029965	1	mu1058804	UFMu-08091	1	NA	NA	NA	NA	FALSE	Zm00004b002135	One-to-One	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant
Zm00001d029972	3	mu1019214|mu1055432|mu1066124	UFMu-01155|UFMu-07239|UFMu-08608	>=3	NA	NA	NA	NA	FALSE	Zm00004b002141	One-to-Many	mRNA	non-syntenic	conservative_inframe_insertion
Zm00001d029974	2	mu1051939|mu1089321	UFMu-06564|UFMu-11379	2	Trihelix	46	30	30/46	TRUE	Zm00004b002142	One-to-One	mRNA	no_change	NA
Zm00001d029979	5	mu1017722|mu1034652|mu1080646|mu1080647|mu1089322	UFMu-04472,UFMu-06920|UFMu-03520|UFMu-09772|UFMu-09484|UFMu-13193	>=3	NA	NA	NA	NA	FALSE	Zm00004b002147	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d029988	1	mu1055434	UFMu-07428	1	NA	NA	NA	NA	FALSE	Zm00004b002151	One-to-One	mRNA	moderate	missense_variant
Zm00001d029997	1	mu1030883	UFMu-02623,UFMu-04492	1	NA	NA	NA	NA	FALSE	Zm00004b002158	One-to-One	mRNA	moderate	missense_variant
Zm00001d029999	1	mu1089325	UFMu-13746	1	NA	NA	NA	NA	FALSE	Zm00004b002159	One-to-One	mRNA	moderate	missense_variant
Zm00001d030019	2	mu1018197|mu1046800	UFMu-00622|UFMu-06435	2	NA	NA	NA	NA	FALSE	Zm00004b002174	One-to-One	mRNA	no_change	NA
Zm00001d030021	1	mu1082953	UFMu-10529	1	NA	NA	NA	NA	FALSE	Zm00004b002178	One-to-One	mRNA	low	splice_region_variant
Zm00001d030028	2	mu1046801|mu1076170	UFMu-06525|UFMu-08917	2	bHLH	190	107	107/190	TRUE	Zm00004b002184	One-to-One	mRNA	moderate	missense_variant
Zm00001d030032	1	mu1029452	UFMu-03013,UFMu-03598,UFMu-08167	1	NA	NA	NA	NA	FALSE	Zm00004b002186	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d030040	5	mu1013796|mu1013796|mu1046022|mu1046802|mu1055436	UFMu-00686,UFMu-02830,UFMu-03330,UFMu-03768,UFMu-04788,UFMu-05335|UFMu-10507|UFMu-05757|UFMu-06498|UFMu-07302	>=3	NA	NA	NA	NA	FALSE	Zm00004b002192	One-to-One	mRNA	no_change	NA
Zm00001d030045	1	mu1022419	UFMu-02271,UFMu-03264,UFMu-06434	1	NA	NA	NA	NA	FALSE	Zm00004b002198	One-to-One	mRNA	no_change	NA
Zm00001d030048	1	mu1046804	UFMu-06481	1	NA	NA	NA	NA	FALSE	Zm00004b002202	One-to-One	mRNA	low	synonymous_variant
Zm00001d030051	1	mu1051946	UFMu-06823	1	NA	NA	NA	NA	FALSE	Zm00004b002203	One-to-One	mRNA	low	synonymous_variant
Zm00001d030053	3	mu1022471|mu1022471|mu1051947	UFMu-02621,UFMu-03114,UFMu-05572,UFMu-06421|UFMu-11976|UFMu-06863	>=3	NA	NA	NA	NA	FALSE	Zm00004b002204	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030069	1	mu1088509	UFMu-13448	1	HD-ZIP	60	35	35/60	TRUE	Zm00004b002211	One-to-One	mRNA	moderate	missense_variant
Zm00001d030087	1	mu1058357	UFMu-08120	1	NA	NA	NA	NA	FALSE	Zm00004b002222	One-to-One	mRNA	low	synonymous_variant
Zm00001d030094	1	mu1034931	UFMu-03240	1	NA	NA	NA	NA	FALSE	Zm00004b002226	One-to-One	mRNA	moderate	missense_variant
Zm00001d030098	2	mu1046205|mu1054938	UFMu-06212|UFMu-07513	2	NA	NA	NA	NA	FALSE	Zm00004b002228	One-to-One	mRNA	moderate	missense_variant
Zm00001d030109	1	mu1031385	UFMu-02886	1	NA	NA	NA	NA	FALSE	Zm00004b002239	One-to-One	mRNA	moderate	missense_variant
Zm00001d030124	1	mu1087166	UFMu-10827	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d030126	1	mu1068999	UFMu-08733	1	NA	NA	NA	NA	FALSE	Zm00004b002249	One-to-One	mRNA	moderate	missense_variant
Zm00001d030129	3	mu1008504|mu1023145|mu1037006	UFMu-00352|UFMu-02430|UFMu-03236	>=3	NA	NA	NA	NA	FALSE	Zm00004b002252	One-to-One	mRNA	no_change	NA
Zm00001d030132	1	mu1013240	UFMu-01978	1	NA	NA	NA	NA	FALSE	Zm00004b002255	One-to-One	mRNA	non-syntenic	stop_gained
Zm00001d030133	2	mu1046207|mu1058362	UFMu-06529|UFMu-08143	2	NA	NA	NA	NA	FALSE	Zm00004b002256	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030149	1	mu1082711	UFMu-10440	1	NA	NA	NA	NA	FALSE	Zm00004b002273	One-to-One	mRNA	moderate	missense_variant
Zm00001d030152	2	mu1044204|mu1079098	UFMu-05566|UFMu-09139	2	NA	NA	NA	NA	FALSE	Zm00004b002275	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030158	2	mu1071586|mu1088516	UFMu-02178|UFMu-13181	2	NA	NA	NA	NA	FALSE	Zm00004b002278	One-to-One	mRNA	moderate	missense_variant
Zm00001d030163	1	mu1075311	UFMu-05595	1	NA	NA	NA	NA	FALSE	Zm00004b002283	One-to-One	mRNA	moderate	missense_variant
Zm00001d030164	1	mu1019690	UFMu-01129	1	NA	NA	NA	NA	FALSE	Zm00004b002284	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d030181	2	mu1018977|mu1094084	UFMu-00718|UFMu-13182,UFMu-13513	2	NA	NA	NA	NA	FALSE	Zm00004b002300	One-to-One	mRNA	moderate	missense_variant
Zm00001d030217	1	mu1032766	UFMu-02975	1	NA	NA	NA	NA	FALSE	Zm00004b002318	One-to-One	mRNA	moderate	missense_variant
Zm00001d030230	1	mu1046213	UFMu-06404	1	NA	NA	NA	NA	FALSE	Zm00004b002326	One-to-One	mRNA	modifier	intron_variant
Zm00001d030233	1	mu1018462	UFMu-00946,UFMu-11156	1	NA	NA	NA	NA	FALSE	Zm00004b002332	One-to-One	mRNA	moderate	missense_variant
Zm00001d030235	3	mu1009509|mu1013245|mu1046214	UFMu-00511|UFMu-01936|UFMu-06474	>=3	NA	NA	NA	NA	FALSE	Zm00004b002335	One-to-One	mRNA	moderate	missense_variant
Zm00001d030253	1	mu1080410	UFMu-09468	1	NA	NA	NA	NA	FALSE	Zm00004b002361	One-to-One	mRNA	moderate	missense_variant
Zm00001d030256	1	mu1046216	UFMu-06092	1	NA	NA	NA	NA	FALSE	Zm00004b002369	One-to-One	mRNA	moderate	missense_variant
Zm00001d030285	1	mu1065648	UFMu-08809	1	NA	NA	NA	NA	FALSE	Zm00004b002383	One-to-One	mRNA	no_change	NA
Zm00001d030303	1	mu1058371	UFMu-07995	1	NA	NA	NA	NA	FALSE	Zm00004b002393	One-to-One	mRNA	no_change	NA
Zm00001d030308	3	mu1017817|mu1022587|mu1046221	UFMu-00622|UFMu-02201|UFMu-06525	>=3	NA	NA	NA	NA	FALSE	Zm00004b002399	One-to-One	mRNA	no_change	NA
Zm00001d030357	1	mu1085336	UFMu-11040	1	NA	NA	NA	NA	FALSE	Zm00004b002430	One-to-One	mRNA	modifier	intron_variant
Zm00001d030361	1	mu1088536	UFMu-13265,UFMu-13726	1	NA	NA	NA	NA	FALSE	Zm00004b002433	One-to-One	mRNA	no_change	NA
Zm00001d030398	1	mu1026287	UFMu-07274	1	NA	NA	NA	NA	FALSE	Zm00004b002460,Zm00004b002461	Many-to-One	mRNA	modifier	intron_variant
Zm00001d030509	1	mu1036004	UFMu-03295	1	NA	NA	NA	NA	FALSE	Zm00004b002501	One-to-One	mRNA	modifier	intron_variant
Zm00001d030523	3	mu1051361|mu1085345|mu1088555	UFMu-06496|UFMu-10623|UFMu-11265	>=3	NA	NA	NA	NA	FALSE	Zm00004b002506	One-to-One	mRNA	no_change	NA
Zm00001d030557	1	mu1088560	UFMu-11315	1	NA	NA	NA	NA	FALSE	Zm00004b002530	One-to-One	mRNA	no_change	NA
Zm00001d030559	2	mu1018987|mu1059728	UFMu-00688|UFMu-07964	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030598	1	mu1094100	UFMu-11436	1	NA	NA	NA	NA	FALSE	Zm00004b002553	One-to-One	mRNA	no_change	NA
Zm00001d030614	1	mu1065672	UFMu-08336	1	NA	NA	NA	NA	FALSE	Zm00004b002564	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030617	1	mu1046238	UFMu-06492	1	bZIP	128	66	66/128	TRUE	Zm00004b002566	One-to-One	mRNA	moderate	missense_variant
Zm00001d030624	1	mu1058397	UFMu-08170	1	NA	NA	NA	NA	FALSE	Zm00004b002572	One-to-One	mRNA	moderate	missense_variant
Zm00001d030626	1	mu1046240	UFMu-06000	1	NA	NA	NA	NA	FALSE	Zm00004b002574	One-to-One	mRNA	high	frameshift_variant
Zm00001d030652	2	mu1013281|mu1046242	UFMu-02269|UFMu-06435	2	NA	NA	NA	NA	FALSE	Zm00004b002590	One-to-One	mRNA	low	synonymous_variant
Zm00001d030656	1	mu1075786	UFMu-09272	1	NA	NA	NA	NA	FALSE	Zm00004b002591	One-to-One	mRNA	low	splice_region_variant
Zm00001d030657	2	mu1017805|mu1031226	UFMu-00795|UFMu-02770	2	NA	NA	NA	NA	FALSE	Zm00004b002592	One-to-One	mRNA	moderate	missense_variant
Zm00001d030666	1	mu1035542	UFMu-03306	1	NA	NA	NA	NA	FALSE	Zm00004b002598	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d030701	1	mu1058405	UFMu-07921	1	NA	NA	NA	NA	FALSE	Zm00004b002625	One-to-One	mRNA	moderate	missense_variant
Zm00001d030717	2	mu1022335|mu1088576	UFMu-02232,UFMu-06802|UFMu-12118	2	NA	NA	NA	NA	FALSE	Zm00004b002632	One-to-One	mRNA	moderate	missense_variant
Zm00001d030732	1	mu1065678	UFMu-08449,UFMu-10871	1	NA	NA	NA	NA	FALSE	Zm00004b002639	One-to-One	mRNA	moderate	missense_variant
Zm00001d030739	3	mu1032651|mu1044227|mu1044228	UFMu-02715|UFMu-05698|UFMu-05553	>=3	NA	NA	NA	NA	FALSE	Zm00004b002644	One-to-One	mRNA	high	frameshift_variant
Zm00001d030744	5	mu1017977|mu1021088|mu1044229|mu1044230|mu1085356	UFMu-00699|UFMu-01447|UFMu-05508|UFMu-05698|UFMu-10840	>=3	GRAS	81	39	39/81	TRUE	Zm00004b002647	One-to-One	mRNA	moderate	missense_variant
Zm00001d030760	3	mu1033960|mu1058410|mu1075790	UFMu-03500|UFMu-07907|UFMu-09307	>=3	NA	NA	NA	NA	FALSE	Zm00004b002658,Zm00004b002659	Many-to-One	mRNA	moderate	missense_variant
Zm00001d030765	1	mu1088580	UFMu-13100	1	NA	NA	NA	NA	FALSE	Zm00004b002661	One-to-One	mRNA	moderate	missense_variant
Zm00001d030767	1	mu1088581	UFMu-11313	1	NA	NA	NA	NA	FALSE	Zm00004b002663	One-to-Many	mRNA	modifier	intron_variant
Zm00001d030774	1	mu1088582	UFMu-11985	1	NA	NA	NA	NA	FALSE	Zm00004b002665	One-to-One	mRNA	moderate	missense_variant
Zm00001d030796	1	mu1040470	UFMu-04749	1	NA	NA	NA	NA	FALSE	Zm00004b002681	One-to-One	mRNA	high	frameshift_variant
Zm00001d030812	2	mu1034992|mu1037048	UFMu-03459|UFMu-04224	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	modifier	intron_variant
Zm00001d030817	3	mu1032121|mu1051510|mu1065619	UFMu-02682|UFMu-06571|UFMu-00649	>=3	NA	NA	NA	NA	FALSE	Zm00004b002692	One-to-One	mRNA	low	synonymous_variant
Zm00001d030833	3	mu1028358|mu1028358|mu1037051	UFMu-02883|UFMu-07822|UFMu-03723	>=3	NA	NA	NA	NA	FALSE	Zm00004b002701	One-to-One	mRNA	moderate	missense_variant
Zm00001d030837	1	mu1065688	UFMu-08441	1	NA	NA	NA	NA	FALSE	Zm00004b002705	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d030841	1	mu1044234	UFMu-05788	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	conservative_inframe_deletion
Zm00001d030842	1	mu1044234	UFMu-05788	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030849	1	mu1088593	UFMu-12979	1	NA	NA	NA	NA	FALSE	Zm00004b002714	Many-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d030850	1	mu1038430	UFMu-03865	1	NA	NA	NA	NA	FALSE	Zm00004b002715	Many-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030851	1	mu1037052	UFMu-03577	1	NA	NA	NA	NA	FALSE	Zm00004b002716	One-to-One	mRNA	high	frameshift_variant
Zm00001d030864	1	mu1037053	UFMu-04106	1	NA	NA	NA	NA	FALSE	Zm00004b002729	Many-to-One	mRNA	high	splice_acceptor_variant
Zm00001d030888	1	mu1088601	UFMu-11634	1	NA	NA	NA	NA	FALSE	Zm00004b002739	One-to-One	mRNA	no_change	NA
Zm00001d030894	1	mu1054982	UFMu-07573,UFMu-08152	1	NA	NA	NA	NA	FALSE	Zm00004b002745	One-to-One	mRNA	moderate	missense_variant
Zm00001d030900	3	mu1037056|mu1054984|mu1088602	UFMu-03714|UFMu-07567|UFMu-12024	>=3	NA	NA	NA	NA	FALSE	Zm00004b002751	One-to-One	mRNA	no_change	NA
Zm00001d030901	1	mu1030229	UFMu-02866	1	NA	NA	NA	NA	FALSE	Zm00004b002752	One-to-One	mRNA	no_change	NA
Zm00001d030906	1	mu1080430	UFMu-09479	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030907	1	mu1044148	UFMu-05250	1	B3	45	26	26/45	TRUE	Zm00004b002754	Many-to-Many	mRNA	low	splice_region_variant
Zm00001d030908	1	mu1046270	UFMu-06452,UFMu-10913	1	B3	45	27	27/45	TRUE	Zm00004b002754,Zm00004b002757	Many-to-Many,Many-to-One	mRNA	no_change	NA
Zm00001d030916	2	mu1058420|mu1069012	UFMu-08182|UFMu-08700	2	NA	NA	NA	NA	FALSE	Zm00004b002763	One-to-One	mRNA	no_change	NA
Zm00001d030927	1	mu1092987	UFMu-12115	1	NA	NA	NA	NA	FALSE	Zm00004b002765	One-to-Many	mRNA	no_change	NA
