mid	sids	gid	etype	eidx
mu1050407	UFMu-06193	Zm00001d021467	intron	4
mu1050408	UFMu-06001	Zm00001d021400	utr5	1
mu1050409	UFMu-05984	Zm00001d021181	utr5	1
mu1050410	UFMu-06341	Zm00001d021123	utr5	1
mu1050412	UFMu-06088	Zm00001d020804	utr5	1
mu1050416	UFMu-06212	Zm00001d018976	utr5	1
mu1050417	UFMu-05990	Zm00001d020411	cds	1
mu1050418	UFMu-06315	Zm00001d020364	intron	1
mu1050419	UFMu-05970	Zm00001d036611	utr5	1
mu1050425	UFMu-06118,UFMu-11726	Zm00001d006727	intron	8
mu1050425_3	UFMu-06118	Zm00001d035748	intron	2
mu1050427	UFMu-06118	Zm00001d035519	intron	1
mu1050431	UFMu-06359,UFMu-10628	Zm00001d039157	utr5	1
mu1050433	UFMu-06205	Zm00001d039064	utr5	1
mu1050435	UFMu-06195	Zm00001d039000	utr5	1
mu1050436	UFMu-06216	Zm00001d038920	utr5	1
mu1050437	UFMu-06276,UFMu-12902	Zm00001d038851	utr5	1
mu1050439	UFMu-06364	Zm00001d038393	utr5	1
mu1050442	UFMu-06433	Zm00001d037771	intron	6
mu1050450	UFMu-06413	Zm00001d050955	intron	7
mu1050450_2	UFMu-06413	Zm00001d037175	intron	10
mu1050451	UFMu-06530	Zm00001d037059	intron	3
mu1050452	UFMu-06118	Zm00001d036978	utr5	1
mu1050457	UFMu-06523	Zm00001d015209	intron	1
mu1050461	UFMu-06132	Zm00001d014702	utr5	1
mu1050462	UFMu-06433	Zm00001d012808	intron	2
mu1050463	UFMu-06519	Zm00001d013141	utr5	1
mu1050465	UFMu-05983	Zm00001d013065	utr5	1
mu1050468	UFMu-06236	Zm00001d014138	intron	1
mu1050469	UFMu-05983	Zm00001d013957	utr5	1
mu1050470	UFMu-05983	Zm00001d013957	utr5	1
mu1050472	UFMu-06509	Zm00001d018135	utr5	1
mu1050474	UFMu-05989	Zm00001d017384	cds	1
mu1050475	UFMu-06523	Zm00001d012916	utr5	1
mu1050476	UFMu-06118,UFMu-11250	Zm00001d017128	utr5	1
mu1050478	UFMu-06420	Zm00001d013712	cds	2
mu1050481	UFMu-06532	Zm00001d016059	cds	1
mu1050486	UFMu-06118	Zm00001d050488	utr5	1
mu1050490	UFMu-05984	Zm00001d050174	cds	1
mu1050491	UFMu-05983	Zm00001d048901	intron	4
mu1050493	UFMu-06472,UFMu-06894,UFMu-08200	Zm00001d049712	utr5	1
mu1050494	UFMu-10517,UFMu-05983	Zm00001d054043	utr5	1
mu1050495	UFMu-06513	Zm00001d054032	utr5	1
mu1050498	UFMu-06512	Zm00001d053010	utr5	1
mu1050504	UFMu-06119	Zm00001d051824	utr5	1
mu1050505	UFMu-06347	Zm00001d051528	utr3	2
mu1050506	UFMu-06470	Zm00001d041995	cds	3
mu1050511	UFMu-06457	Zm00001d050544	utr5	1
mu1050513	UFMu-06150	Zm00001d039541	intron	1
mu1050519	UFMu-06466	Zm00001d044669	cds	1
mu1050521	UFMu-06161	Zm00001d044297	utr5	1
mu1050522	UFMu-06500	Zm00001d044225	utr5	1
mu1050523	UFMu-06195	Zm00001d039306	utr5	1
mu1050528	UFMu-06380	Zm00001d042731	cds	1
mu1050529	UFMu-06034	Zm00001d042676	utr5	1
mu1050530	UFMu-06212	Zm00001d039274	cds	7
mu1050530	UFMu-06212	Zm00001d039276	cds	1
mu1050531	UFMu-06527	Zm00001d042335	utr5	1
mu1050534	UFMu-06119	Zm00001d041740	utr5	1
mu1050537	UFMu-06521	Zm00001d032511	intron	1
mu1050538	UFMu-06216	Zm00001d004020	utr5	1
mu1050540	UFMu-06501	Zm00001d002053	utr5	1
mu1050544	UFMu-06501	Zm00001d001972	utr5	1
mu1050545	UFMu-06410	Zm00001d003151	utr5	1
mu1050545_2	UFMu-06410	Zm00001d003153	utr5	1
mu1050545_3	UFMu-06410	Zm00001d003155	utr5	1
mu1050546	UFMu-06410,UFMu-11256	Zm00001d003119	utr5	1
mu1050548	UFMu-06150	Zm00001d007912	utr5	1
mu1050549	UFMu-06458,UFMu-07203	Zm00001d007905	utr5	1
mu1050551	UFMu-06531	Zm00001d001879	utr5	1
mu1050553	UFMu-06528	Zm00001d007064	cds	1
mu1050555	UFMu-06492	Zm00001d006512	utr5	1
mu1050558	UFMu-06359	Zm00001d005899	utr5	1
mu1050559	UFMu-06360	Zm00001d005779	intron	1
mu1050560	UFMu-06509	Zm00001d005579	intron	1
mu1050561	UFMu-06431	Zm00001d002650	utr5	1
mu1050567	UFMu-06236	Zm00001d004768	utr5	1
mu1050568	UFMu-06436	Zm00001d004733	intron	1
mu1050571	UFMu-06492	Zm00001d024467	intron	1
mu1050573	UFMu-06517	Zm00001d024364	utr5	1
mu1050574	UFMu-06517,UFMu-06564	Zm00001d024364	utr5	1
mu1050578	UFMu-06420	Zm00001d000005	utr5	1
mu1050581	UFMu-06035	Zm00001d026651	cds	1
mu1050584_4	UFMu-06124	Zm00001d017318	cds	1
mu1050585	UFMu-06413	Zm00001d025997	utr5	1
mu1050586	UFMu-05983	Zm00001d025568	cds	1
mu1050590	UFMu-05989	Zm00001d029114	utr5	1
mu1050592	UFMu-06512,UFMu-11424	Zm00001d029008	utr5	1
mu1050595	UFMu-06082	Zm00001d028656	utr5	1
mu1050597	UFMu-06118,UFMu-10975	Zm00001d028377	utr5	1
mu1050599	UFMu-05977	Zm00001d034432	utr5	1
mu1050604	UFMu-06431	Zm00001d034630	cds	1
mu1050605	UFMu-06504	Zm00001d033766	utr3	1
mu1050609	UFMu-06118	Zm00001d033215	utr3	1
mu1050610	UFMu-06516	Zm00001d033150	utr5	1
mu1050612	UFMu-06514	Zm00001d033054	cds	1
mu1050613	UFMu-06529	Zm00001d032811	utr5	1
mu1050615	UFMu-13193,UFMu-06162	Zm00001d028062	utr5	1
mu1050616	UFMu-06515	Zm00001d032143	intron	1
mu1050622	UFMu-06266,UFMu-10568	Zm00001d000230	utr5	1
mu1050624	UFMu-06212,UFMu-07135	Zm00001d030955	utr5	1
mu1050626	UFMu-06346	Zm00001d030894	intron	2
mu1050629	UFMu-06282,UFMu-10586	Zm00001d030760	utr5	1
mu1050633	UFMu-06514	Zm00001d000408	intron	1
mu1050635	UFMu-06236	Zm00001d046397	utr5	1
mu1050636	UFMu-06526	Zm00001d044940	cds	1
mu1050641	UFMu-05985	Zm00001d046274	cds	1
mu1050642	UFMu-06481	Zm00001d044878	intron	8
mu1050644	UFMu-06091	Zm00001d046174	cds	1
mu1050645	UFMu-06509	Zm00001d046194	utr5	1
mu1050653	UFMu-06440	Zm00001d045212	utr5	1
mu1050657	UFMu-06242	Zm00001d048496	utr5	1
mu1050659	UFMu-06323	Zm00001d048461	utr5	1
mu1050660	UFMu-06508	Zm00001d048440	intron	2
mu1050661	UFMu-05995	Zm00001d048396	cds	1
mu1050667	UFMu-06428	Zm00001d048165	intron	1
mu1050668	UFMu-06502	Zm00001d048151	cds	3
mu1050669	UFMu-06504	Zm00001d048066	intron	5
mu1050675	UFMu-06363,UFMu-10214	Zm00001d047821	utr5	1
mu1050679	UFMu-06496	Zm00001d012664	utr5	1
mu1050680	UFMu-06496	Zm00001d012664	utr5	1
mu1050681	UFMu-06452	Zm00001d047663	cds	1
mu1050687	UFMu-06516	Zm00001d045107	utr5	1
mu1050688	UFMu-06269	Zm00001d047472	utr5	1
mu1050689	UFMu-06248	Zm00001d047310	utr5	1
mu1050690	UFMu-06508	Zm00001d047285	cds	6
mu1050692	UFMu-06473	Zm00001d047212	intron	4
mu1050695	UFMu-06409	Zm00001d000183	intron	1
mu1050696	UFMu-06453	Zm00001d000042	cds	1
mu1050697_2	UFMu-06473	Zm00001d049049	intron	3
mu1050697_3	UFMu-06473	Zm00001d046945	intron	8
mu1050699	UFMu-06298	Zm00001d046838	intron	1
mu1050700	UFMu-06517	Zm00001d010152	cds	1
mu1050700_2	UFMu-06517	Zm00001d010162	cds	1
mu1050701	UFMu-06457	Zm00001d010048	cds	1
mu1050705	UFMu-06327	Zm00001d009741	utr5	1
mu1050709	UFMu-05991	Zm00001d044915	cds	1
mu1050712	UFMu-06269	Zm00001d009276	utr5	1
mu1050715	UFMu-06449	Zm00001d008271	utr5	1
mu1050716	UFMu-06080	Zm00001d008976	utr5	1
mu1050716	UFMu-06080	Zm00001d008977	utr5	1
mu1050718	UFMu-06002,UFMu-11310	Zm00001d008865	cds	1
mu1050719	UFMu-06478,UFMu-06757	Zm00001d029550	intron	4
mu1050719	UFMu-06478,UFMu-06757	Zm00001d029551	intron	2
mu1050719_2	UFMu-06478,UFMu-06757	Zm00001d018276	cds	2
mu1050719_3	UFMu-06478,UFMu-06757	Zm00001d008852	cds	2
mu1050720	UFMu-06241	Zm00001d008791	intron	1
mu1050722	UFMu-06062	Zm00001d012685	utr5	1
mu1050723	UFMu-06266	Zm00001d012656	utr5	1
mu1050724	UFMu-06216	Zm00001d012634	cds	1
mu1050725	UFMu-06528	Zm00001d012527	intron	1
mu1050731	UFMu-06518	Zm00001d012142	utr5	1
mu1050732	UFMu-06196	Zm00001d012128	intron	1
mu1050733_2	UFMu-06471,UFMu-09515	Zm00001d012126	intron	7
mu1050734	UFMu-06406	Zm00001d050219	intron	1
mu1050734_3	UFMu-06406	Zm00001d011994	intron	1
mu1050736	UFMu-06449	Zm00001d011984	cds	1
mu1050738	UFMu-06500,UFMu-07513	Zm00001d011953	utr5	2
mu1050739	UFMu-06504	Zm00001d011891	intron	1
mu1050741	UFMu-06477	Zm00001d011766	utr5	1
mu1050742	UFMu-06477	Zm00001d011766	utr5	1
mu1050744	UFMu-06357	Zm00001d011595	intron	1
mu1050747	UFMu-06413,UFMu-07773	Zm00001d011526	utr5	1
mu1050748	UFMu-06413,UFMu-07773	Zm00001d011526	utr5	1
mu1050751	UFMu-06109,UFMu-06564	Zm00001d011348	utr5	1
mu1050753	UFMu-06423,UFMu-07236,UFMu-10324,UFMu-12016	Zm00001d011314	utr5	1
mu1050755	UFMu-06034	Zm00001d011165	cds	4
mu1050759	UFMu-06390,UFMu-07985	Zm00001d011091	utr5	1
mu1050761	UFMu-06526	Zm00001d011057	intron	3
mu1050762	UFMu-06500	Zm00001d011049	cds	1
mu1050766	UFMu-05991	Zm00001d010550	cds	1
mu1050766	UFMu-05991	Zm00001d010551	cds	1
mu1050770	UFMu-06363	Zm00001d010466	utr5	1
mu1050771	UFMu-06531	Zm00001d010455	utr5	1
mu1050776_3	UFMu-06196	Zm00001d020447	intron	1
mu1050779	UFMu-06440	Zm00001d020018	intron	4
mu1050780	UFMu-06420	Zm00001d012894	intron	1
mu1050786	UFMu-05964,UFMu-06715	Zm00001d019585	intron	1
mu1050786	UFMu-05964,UFMu-06715	Zm00001d019586	utr5	1
mu1050787	UFMu-06401,UFMu-10634	Zm00001d019520	cds	3
mu1050788	UFMu-05986	Zm00001d019507	intron	1
mu1050789	UFMu-06412	Zm00001d018718	utr5	1
mu1050791	UFMu-06512	Zm00001d018704	intron	2
mu1050792_2	UFMu-06376	Zm00001d018696	cds	2
mu1050793	UFMu-05988	Zm00001d019299	utr5	1
mu1050799	UFMu-06413	Zm00001d022615	utr3	1
mu1050801	UFMu-06467,UFMu-06574,UFMu-10586	Zm00001d022437	intron	1
mu1050806	UFMu-06498,UFMu-06669	Zm00001d022190	utr5	1
mu1050808	UFMu-06523	Zm00001d022108	utr3	1
mu1050809	UFMu-06413	Zm00001d022059	intron	1
mu1050812	UFMu-06525	Zm00001d006682	cds	2
mu1050813	UFMu-06408	Zm00001d021894	utr5	1
mu1050815	UFMu-06181	Zm00001d021815	intron	5
mu1050817	UFMu-06118	Zm00001d021624	intron	7
mu1050821	UFMu-06339,UFMu-06883,UFMu-08194	Zm00001d021019	utr5	1
mu1050823	UFMu-06211	Zm00001d020978	intron	11
mu1050824_3	UFMu-06433	Zm00001d020938	intron	2
mu1050832	UFMu-05984	Zm00001d020556	cds	4
mu1050834	UFMu-05987,UFMu-07956	Zm00001d020396	utr5	1
mu1050835	UFMu-06504	Zm00001d018969	intron	1
mu1050837	UFMu-06501	Zm00001d020353	intron	2
mu1050841	UFMu-06520,UFMu-11322	Zm00001d036663	cds	8
mu1050844	UFMu-06341	Zm00001d036543	utr5	1
mu1050845	UFMu-06412,UFMu-06724	Zm00001d036530	utr5	1
mu1050846	UFMu-06498	Zm00001d036450	cds	1
mu1050847	UFMu-06118	Zm00001d036440	intron	1
mu1050852	UFMu-06197	Zm00001d036148	utr5	1
mu1050857_2	UFMu-06003	Zm00001d035668	utr3	1
mu1050863	UFMu-06124	Zm00001d039146	cds	1
mu1050864	UFMu-05990	Zm00001d039111	intron	2
mu1050865	UFMu-06477	Zm00001d039016	utr5	1
mu1050866	UFMu-06468	Zm00001d038999	intron	2
mu1050867	UFMu-06511	Zm00001d038999	cds	5
mu1050869_2	UFMu-06322	Zm00001d038894	intron	9
mu1050870	UFMu-06505	Zm00001d038851	utr5	1
mu1050871	UFMu-06518	Zm00001d000312	cds	2
mu1050877	UFMu-06216	Zm00001d038529	utr5	1
mu1050878	UFMu-06466,UFMu-06535,UFMu-13759	Zm00001d038452	utr5	1
mu1050879	UFMu-06527	Zm00001d038393	utr5	1
mu1050881	UFMu-06007	Zm00001d038193	utr5	1
mu1050884	UFMu-06417,UFMu-07337	Zm00001d038063	utr5	1
mu1050885	UFMu-05983	Zm00001d038021	utr5	1
mu1050886	UFMu-06405,UFMu-10187	Zm00001d038007	utr5	1
mu1050889	UFMu-06003	Zm00001d052202	utr3	1
mu1050889_2	UFMu-06003	Zm00001d037837	intron	5
mu1050892	UFMu-06468	Zm00001d032330	cds	1
mu1050894	UFMu-05984	Zm00001d037640	utr5	1
mu1050898	UFMu-06468	Zm00001d037261	utr5	1
mu1050904	UFMu-05970,UFMu-07199	Zm00001d037034	utr5	1
mu1050907	UFMu-06118	Zm00001d013392	utr3	1
mu1050908	UFMu-06525	Zm00001d033349	utr5	2
mu1050911	UFMu-06517	Zm00001d001503	intron	2
mu1050911	UFMu-06517	Zm00001d013357	intron	2
mu1050912	UFMu-06279	Zm00001d015227	cds	3
mu1050912	UFMu-06279	Zm00001d015228	intron	11
mu1050914	UFMu-05985	Zm00001d013290	intron	1
mu1050916	UFMu-06477	Zm00001d015115	intron	1
mu1050917	UFMu-06238	Zm00001d013263	intron	1
mu1050918	UFMu-06225	Zm00001d015004	utr5	1
mu1050920	UFMu-06491	Zm00001d014880	intron	1
mu1050922	UFMu-06212	Zm00001d014753	cds	5
mu1050924	UFMu-06214	Zm00001d014692	utr5	1
mu1050925	UFMu-06433	Zm00001d012808	intron	2
mu1050928	UFMu-06215	Zm00001d013094	utr5	1
mu1050933	UFMu-06525	Zm00001d014191	utr5	1
mu1050934	UFMu-06492	Zm00001d027751	cds	1
mu1050935	UFMu-06131	Zm00001d014122	cds	1
mu1050940	UFMu-06339	Zm00001d013935	intron	10
mu1050941	UFMu-06468	Zm00001d013933	cds	2
mu1050942	UFMu-06412	Zm00001d018514	utr5	1
mu1050945	UFMu-06420	Zm00001d018336	intron	1
mu1050946	UFMu-06452	Zm00001d018242	utr5	1
mu1050947	UFMu-06531	Zm00001d018046	utr5	1
mu1050948	UFMu-06455,UFMu-06774	Zm00001d018033	cds	2
mu1050951_2	UFMu-06508	Zm00001d017715	cds	3
mu1050953	UFMu-06509	Zm00001d017625	cds	1
mu1050954	UFMu-06526	Zm00001d017582	intron	6
mu1050955	UFMu-06119	Zm00001d013765	utr5	1
mu1050957	UFMu-06192,UFMu-08117	Zm00001d017384	utr5	1
mu1050959	UFMu-06477	Zm00001d033237	intron	1
mu1050961	UFMu-06527	Zm00001d017168	utr5	1
mu1050962	UFMu-05996	Zm00001d017129	utr3	1
mu1050963	UFMu-06089	Zm00001d017112	cds	1
mu1050968	UFMu-06517	Zm00001d016535	utr5	1
mu1050969	UFMu-06043,UFMu-07895,UFMu-09470	Zm00001d016407	utr5	1
mu1050970	UFMu-06043,UFMu-07895,UFMu-09470	Zm00001d016407	utr5	1
mu1050979	UFMu-06412	Zm00001d013534	cds	1
mu1050983	UFMu-06475	Zm00001d013419	intron	1
mu1050986	UFMu-06161	Zm00001d050339	cds	14
mu1050988	UFMu-06515	Zm00001d050279	cds	1
mu1050990	UFMu-06500	Zm00001d050220	intron	1
mu1050995	UFMu-06268	Zm00001d049938	intron	19
mu1050998	UFMu-06511	Zm00001d048794	intron	2
mu1051000	UFMu-06428	Zm00001d048766	utr5	1
mu1051002	UFMu-06509	Zm00001d049698	utr5	1
mu1051004	UFMu-06432	Zm00001d048731	intron	2
mu1051005	UFMu-06044	Zm00001d049642	cds	1
mu1051007	UFMu-05985	Zm00001d049548	cds	1
mu1051008	UFMu-06410	Zm00001d054080	utr5	1
mu1051011	UFMu-06407	Zm00001d053997	utr5	1
mu1051012	UFMu-06407	Zm00001d053997	utr5	1
mu1051013	UFMu-06274	Zm00001d053977	intron	1
mu1051014	UFMu-06408	Zm00001d053960	cds	11
mu1051016	UFMu-06132,UFMu-11113	Zm00001d053688	utr5	1
mu1051018	UFMu-06195	Zm00001d053425	utr5	1
mu1051025	UFMu-06492	Zm00001d053036	utr5	1
mu1051027	UFMu-06512	Zm00001d053010	utr5	1
mu1051028	UFMu-06118	Zm00001d052932	utr5	1
mu1051029	UFMu-06409	Zm00001d052922	utr5	1
mu1051031	UFMu-06453	Zm00001d052895	cds	1
mu1051033	UFMu-06151	Zm00001d052750	utr5	1
mu1051034	UFMu-06217	Zm00001d052525	utr5	1
mu1051035	UFMu-06161,UFMu-07715	Zm00001d052436	utr5	3
mu1051036	UFMu-06432	Zm00001d052339	utr5	1
mu1051040	UFMu-06528	Zm00001d052198	intron	1
mu1051041	UFMu-06341,UFMu-09563	Zm00001d052185	utr5	1
mu1051042	UFMu-06341	Zm00001d052185	utr5	1
mu1051043	UFMu-06082	Zm00001d049159	cds	1
mu1051044	UFMu-06517	Zm00001d051929	utr5	2
mu1051044	UFMu-06517	Zm00001d051930	cds	1
mu1051046	UFMu-06130	Zm00001d051885	intron	8
mu1051047	UFMu-06472	Zm00001d051725	utr5	1
mu1051047_2	UFMu-06472	Zm00001d051733	cds	2
mu1051055	UFMu-06433	Zm00001d051528	intron	1
mu1051058	UFMu-06221,UFMu-09417,UFMu-10649	Zm00001d051291	utr5	1
mu1051062	UFMu-06290	Zm00001d051043	utr5	1
mu1051064	UFMu-06523	Zm00001d000099	utr5	1
mu1051073	UFMu-06526	Zm00001d040910	cds	1
mu1051074	UFMu-06272	Zm00001d039519	utr5	1
mu1051076	UFMu-06458	Zm00001d040536	utr5	1
mu1051080	UFMu-06118	Zm00001d039378	utr5	1
mu1051082	UFMu-05983	Zm00001d044667	cds	3
mu1051083	UFMu-06118	Zm00001d044606	utr5	1
mu1051084	UFMu-06406	Zm00001d044555	utr5	2
mu1051085	UFMu-06519	Zm00001d044532	cds	2
mu1051087	UFMu-06513	Zm00001d044468	utr5	1
mu1051088	UFMu-06525	Zm00001d044434	utr5	1
mu1051091	UFMu-06212	Zm00001d043992	cds	11
mu1051093	UFMu-05984	Zm00001d043906	utr5	1
mu1051100	UFMu-06312	Zm00001d043406	utr5	1
mu1051101	UFMu-06498	Zm00001d043391	utr3	1
mu1051102	UFMu-06266	Zm00001d043328	utr5	1
mu1051103	UFMu-06223	Zm00001d039900	cds	12
mu1051104	UFMu-06515	Zm00001d043259	utr5	1
mu1051105	UFMu-06515	Zm00001d043259	utr5	1
mu1051109	UFMu-06525	Zm00001d043071	cds	3
mu1051110	UFMu-06523	Zm00001d042837	cds	1
mu1051111	UFMu-06440	Zm00001d042833	utr5	1
mu1051112	UFMu-06246	Zm00001d042809	cds	1
mu1051116	UFMu-06341	Zm00001d042764	utr5	1
mu1051117	UFMu-05977	Zm00001d039852	utr5	1
mu1051118	UFMu-05977	Zm00001d039852	utr5	1
mu1051121	UFMu-06515	Zm00001d042520	utr5	1
mu1051126	UFMu-06500	Zm00001d042091	intron	16
mu1051128	UFMu-06502	Zm00001d042055	utr5	1
mu1051132	UFMu-06518	Zm00001d041753	utr5	1
mu1051133	UFMu-06524	Zm00001d041597	utr5	1
mu1051135	UFMu-06495	Zm00001d039678	cds	1
mu1051136	UFMu-06039	Zm00001d041480	utr5	1
mu1051137	UFMu-06003	Zm00001d041395	utr5	1
mu1051138	UFMu-06336	Zm00001d041124	utr5	1
mu1051142	UFMu-06503	Zm00001d004260	intron	5
mu1051144	UFMu-06277	Zm00001d001786	cds	2
mu1051145	UFMu-06510,UFMu-07428	Zm00001d004168	intron	2
mu1051148	UFMu-05985	Zm00001d001780	utr5	1
mu1051150	UFMu-06526	Zm00001d003902	intron	2
mu1051152	UFMu-06522	Zm00001d002086	utr5	1
mu1051156_2	UFMu-06213	Zm00001d002067	utr5	1
mu1051157	UFMu-06469	Zm00001d002053	utr5	1
mu1051158	UFMu-06515	Zm00001d002027	utr5	1
mu1051159	UFMu-05990	Zm00001d003509	utr5	1
mu1051160	UFMu-06502	Zm00001d003288	utr5	1
mu1051161	UFMu-06124	Zm00001d003245	utr5	1
mu1051163	UFMu-06422,UFMu-11712	Zm00001d003151	utr5	1
mu1051163_2	UFMu-06422,UFMu-11712	Zm00001d003153	utr5	1
mu1051163_3	UFMu-06422,UFMu-11712	Zm00001d003155	utr5	1
mu1051166	UFMu-06498	Zm00001d003114	utr5	1
mu1051167	UFMu-06465,UFMu-11173	Zm00001d003106	utr5	1
mu1051169	UFMu-06478	Zm00001d001899	intron	1
mu1051174	UFMu-06341	Zm00001d007912	cds	1
mu1051178	UFMu-06459,UFMu-06990,UFMu-07807,UFMu-09477,UFMu-10508	Zm00001d007474	cds	1
mu1051179	UFMu-06511	Zm00001d007357	utr5	1
mu1051180	UFMu-06493	Zm00001d002817	utr5	2
mu1051181	UFMu-06276	Zm00001d007241	utr5	1
mu1051183	UFMu-06342,UFMu-06639,UFMu-07667	Zm00001d006825	utr5	1
mu1051185	UFMu-06475	Zm00001d006644	cds	7
mu1051186	UFMu-06497	Zm00001d006562	intron	1
mu1051187	UFMu-06492	Zm00001d006512	utr5	1
mu1051188	UFMu-06408	Zm00001d006509	intron	1
mu1051189	UFMu-06509	Zm00001d006475	intron	1
mu1051190	UFMu-06515	Zm00001d006430	utr5	1
mu1051191	UFMu-05970	Zm00001d006428	utr5	1
mu1051194	UFMu-06515	Zm00001d005976	intron	1
mu1051198	UFMu-06221	Zm00001d005636	utr5	1
mu1051199	UFMu-06431	Zm00001d002650	utr5	1
mu1051203	UFMu-06123	Zm00001d005101	intron	1
mu1051205	UFMu-06118	Zm00001d005008	cds	1
mu1051206	UFMu-06346	Zm00001d004927	intron	1
mu1051211	UFMu-06517	Zm00001d004587	utr5	1
mu1051212	UFMu-06236,UFMu-07993	Zm00001d004554	utr5	1
mu1051213	UFMu-06504	Zm00001d004543	utr5	1
mu1051214	UFMu-06504	Zm00001d004543	utr5	1
mu1051215	UFMu-06504	Zm00001d002384	cds	1
mu1051218	UFMu-05964	Zm00001d025011	utr5	1
mu1051225	UFMu-06282	Zm00001d024403	intron	1
mu1051230	UFMu-06250	Zm00001d042598	intron	9
mu1051230_2	UFMu-06250	Zm00001d044281	intron	19
mu1051238	UFMu-06521	Zm00001d023301	intron	3
mu1051239	UFMu-05983	Zm00001d023299	cds	3
mu1051245	UFMu-05970	Zm00001d026678	cds	1
mu1051248	UFMu-06457	Zm00001d026575	cds	2
mu1051249	UFMu-06238,UFMu-08149	Zm00001d026386	intron	1
mu1051250	UFMu-05996,UFMu-07362,UFMu-13047	Zm00001d026287	utr5	1
mu1051253	UFMu-06252	Zm00001d026222	cds	2
mu1051254	UFMu-06452	Zm00001d026189	utr5	1
mu1051255	UFMu-06118	Zm00001d026164	intron	1
mu1051257	UFMu-06496	Zm00001d026062	cds	1
mu1051259	UFMu-06525	Zm00001d025953	intron	2
mu1051260	UFMu-06504	Zm00001d025919	cds	1
mu1051262	UFMu-06225,UFMu-09417,UFMu-09998	Zm00001d025855	intron	1
mu1051263	UFMu-06453	Zm00001d025855	intron	2
mu1051264	UFMu-06118	Zm00001d025853	utr5	1
mu1051265	UFMu-05964,UFMu-07280,UFMu-11288	Zm00001d025816	intron	20
mu1051266	UFMu-06277	Zm00001d025808	utr5	1
mu1051269	UFMu-06414	Zm00001d025437	intron	5
mu1051270	UFMu-06414	Zm00001d025437	intron	5
mu1051271	UFMu-06512	Zm00001d025409	cds	1
mu1051274	UFMu-06498	Zm00001d025302	intron	2
mu1051275	UFMu-06001	Zm00001d025208	cds	2
mu1051277	UFMu-06525	Zm00001d025166	utr5	1
mu1051278	UFMu-05964,UFMu-07280	Zm00001d025124	intron	6
mu1051287	UFMu-06506	Zm00001d027516	utr5	1
mu1051292	UFMu-05995	Zm00001d028902	utr5	1
mu1051294	UFMu-06525	Zm00001d028787	utr5	1
mu1051300	UFMu-06297	Zm00001d027376	utr5	1
mu1051301	UFMu-06505	Zm00001d028566	utr5	1
mu1051304	UFMu-06440	Zm00001d028473	intron	1
mu1051305	UFMu-06493	Zm00001d028438	utr5	1
mu1051306	UFMu-06526	Zm00001d028370	cds	1
mu1051307	UFMu-06162	Zm00001d034918	cds	1
mu1051309	UFMu-06414	Zm00001d034711	cds	1
mu1051312	UFMu-06118,UFMu-10749	Zm00001d034630	utr5	1
mu1051313	UFMu-06519	Zm00001d034608	utr5	1
mu1051314	UFMu-06375	Zm00001d034591	utr5	1
mu1051317	UFMu-05977	Zm00001d034432	utr5	1
mu1051319	UFMu-06390	Zm00001d034336	utr5	1
mu1051322	UFMu-06282	Zm00001d034010	cds	1
mu1051323	UFMu-06493	Zm00001d033999	intron	2
mu1051326	UFMu-06327	Zm00001d013410	utr5	1
mu1051328	UFMu-06504	Zm00001d033766	utr3	1
mu1051329	UFMu-06444	Zm00001d033684	intron	2
mu1051330	UFMu-05984	Zm00001d033620	utr5	1
mu1051332	UFMu-06504	Zm00001d033422	utr5	1
mu1051333	UFMu-06425	Zm00001d033370	utr5	1
mu1051334	UFMu-06473	Zm00001d033314	intron	4
mu1051337	UFMu-06515	Zm00001d033278	intron	1
mu1051338	UFMu-06502,UFMu-11033	Zm00001d033193	utr5	1
mu1051343	UFMu-06118	Zm00001d032683	utr5	1
mu1051344	UFMu-06502	Zm00001d028103	intron	3
mu1051345	UFMu-06502	Zm00001d028103	intron	3
mu1051346	UFMu-06439	Zm00001d032101	utr5	1
mu1051347	UFMu-05983,UFMu-05983	Zm00001d032078	utr5	1
mu1051348	UFMu-05977	Zm00001d032073	utr5	1
mu1051354	UFMu-06468	Zm00001d031705	intron	6
mu1051356	UFMu-06522	Zm00001d027982	intron	5
mu1051361	UFMu-06496	Zm00001d030523	cds	1
mu1051362	UFMu-06341	Zm00001d030381	utr5	1
mu1051364	UFMu-06526	Zm00001d027731	intron	3
mu1051369	UFMu-06442,UFMu-06549	Zm00001d046274	cds	1
mu1051379	UFMu-06458	Zm00001d048373	utr5	1
mu1051380	UFMu-06358,UFMu-06765,UFMu-07122	Zm00001d047104	utr5	1
mu1051381	UFMu-06344	Zm00001d009858	intron	2
mu1051384	UFMu-06515	Zm00001d012450	intron	1
mu1051390	UFMu-06276,UFMu-13920	Zm00001d048070	utr5	1
mu1051391	UFMu-06407,UFMu-07303	Zm00001d038823	utr5	1
mu1051396	UFMu-06275	Zm00001d016618	cds	2
mu1051400	UFMu-06501	Zm00001d052019	utr5	1
mu1051402	UFMu-06251	Zm00001d042795	utr5	1
mu1051403	UFMu-06515	Zm00001d002027	utr5	1
mu1051410	UFMu-05985	Zm00001d026258	utr5	1
mu1051412	UFMu-06530	Zm00001d025233	utr5	1
mu1051413	UFMu-06508	Zm00001d023217	cds	2
mu1051414	UFMu-06496	Zm00001d029457	intron	1
mu1051415	UFMu-06266	Zm00001d000328	utr5	1
